NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE			
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	20	0.3108319	0.85946554	0.6466165	0.9371745	1	1414	"tags=15%,"	"list=13%,"	signal=17%	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	45	0.26200187	0.85966337	0.750499	0.9373383	1	1507	"tags=18%,"	"list=14%,"	signal=21%	
GOBP_REGULATION_OF_B_CELL_PROLIFERATION	41	0.30185145	0.86472183	0.75456387	0.93739134	1	2080	"tags=29%,"	"list=20%,"	signal=36%	
GOBP_HISTONE_MRNA_METABOLIC_PROCESS	16	0.2710449	0.86440134	0.64300627	0.9375085	1	3773	"tags=50%,"	"list=36%,"	signal=78%	
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS	32	0.2891098	0.86253035	0.6356589	0.9375093	1	2059	"tags=22%,"	"list=19%,"	signal=27%	
GOBP_MRNA_METABOLIC_PROCESS	430	0.19960093	0.8630445	0.8105906	0.93753105	1	2265	"tags=19%,"	"list=21%,"	signal=23%	
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	30	0.3085146	0.8598083	0.66868687	0.937648	1	2662	"tags=27%,"	"list=25%,"	signal=36%	
GOBP_ISOPRENOID_METABOLIC_PROCESS	65	0.28422618	0.8600416	0.7847358	0.93772984	1	2529	"tags=35%,"	"list=24%,"	signal=46%	
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	29	0.354095	0.86405903	0.71647507	0.93775696	1	550	"tags=14%,"	"list=5%,"	signal=15%	
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	85	0.2709874	0.8632199	0.79554653	0.9377716	1	2136	"tags=27%,"	"list=20%,"	signal=34%	
GOBP_B_CELL_ACTIVATION	166	0.24207906	0.86259025	0.8842315	0.9380081	1	1911	"tags=23%,"	"list=18%,"	signal=27%	
GOBP_MAINTENANCE_OF_CELL_NUMBER	117	0.2425113	0.86329263	0.6927711	0.9382589	1	1444	"tags=12%,"	"list=14%,"	signal=14%	
GOBP_GLIOGENESIS	199	0.2374337	0.8635227	0.71943885	0.93838376	1	2834	"tags=28%,"	"list=27%,"	signal=37%	
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	234	0.24917369	0.8600477	0.8986867	0.9383887	1	1682	"tags=18%,"	"list=16%,"	signal=21%	
GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	20	0.52077496	1.648233	0.046242774	0.9384573	0.938	1711	"tags=15%,"	"list=16%,"	signal=18%	
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	48	0.29544777	0.8602028	0.74851483	0.9386671	1	1191	"tags=17%,"	"list=11%,"	signal=19%	
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	45	0.25238115	0.8346457	0.751938	0.93869156	1	1995	"tags=18%,"	"list=19%,"	signal=22%	
GOBP_RESPONSE_TO_MINERALOCORTICOID	24	0.31857842	0.8604214	0.69762844	0.9387843	1	1165	"tags=13%,"	"list=11%,"	signal=14%	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	158	0.23669554	0.83364993	0.864	0.9389422	1	2134	"tags=22%,"	"list=20%,"	signal=27%	
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	25	0.32577762	0.83476156	0.72079206	0.93905723	1	1052	"tags=16%,"	"list=10%,"	signal=18%	
GOBP_ENTRY_INTO_HOST	91	0.26393476	0.8340956	0.78642714	0.93924767	1	1638	"tags=15%,"	"list=15%,"	signal=18%	
GOBP_PYRIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	18	0.3667765	0.83376527	0.7329193	0.93934363	1	2650	"tags=39%,"	"list=25%,"	signal=52%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	55	0.28189388	0.8386222	0.7413442	0.93941706	1	1575	"tags=18%,"	"list=15%,"	signal=21%	
GOBP_NEPHRON_MORPHOGENESIS	52	0.32677102	0.8348252	0.6990099	0.9395646	1	1191	"tags=19%,"	"list=11%,"	signal=22%	
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	80	0.27154925	0.83883345	0.7559055	0.93958354	1	1614	"tags=16%,"	"list=15%,"	signal=19%	
GOBP_SENSORY_ORGAN_MORPHOGENESIS	171	0.2720661	0.83210206	0.81299216	0.93983454	1	1614	"tags=19%,"	"list=15%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	92	0.2779668	0.837841	0.804	0.93985844	1	1817	"tags=23%,"	"list=17%,"	signal=27%	
GOBP_EMBRYONIC_MORPHOGENESIS	354	0.2603901	0.83806366	0.7882353	0.939999	1	1643	"tags=17%,"	"list=16%,"	signal=20%	
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	76	0.27444747	0.8348594	0.7533719	0.9401259	1	2290	"tags=28%,"	"list=22%,"	signal=35%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	74	0.27038443	0.83511823	0.788	0.94019467	1	1693	"tags=19%,"	"list=16%,"	signal=22%	
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	410	0.23785803	0.8322185	0.8483034	0.94021666	1	1690	"tags=16%,"	"list=16%,"	signal=18%	
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION	33	0.31132495	0.83152527	0.70408165	0.94049996	1	2049	"tags=30%,"	"list=19%,"	signal=37%	
GOBP_RESPONSE_TO_INTERLEUKIN_1	71	0.26370552	0.8326139	0.8782435	0.9406016	1	2333	"tags=28%,"	"list=22%,"	signal=36%	
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	17	0.34896782	0.8351908	0.70182556	0.9406737	1	2917	"tags=41%,"	"list=28%,"	signal=57%	
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	18	0.3525615	0.83222204	0.71062994	0.9408385	1	1507	"tags=17%,"	"list=14%,"	signal=19%	
GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY	17	0.3539948	0.8361374	0.71308017	0.94113326	1	503	"tags=12%,"	"list=5%,"	signal=12%	
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	33	0.33801174	0.83584416	0.7475345	0.94113547	1	2161	"tags=36%,"	"list=20%,"	signal=46%	
GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	59	0.2824145	0.8354847	0.7823409	0.9412903	1	2290	"tags=27%,"	"list=22%,"	signal=34%	
GOBP_REGULATION_OF_VASOCONSTRICTION	47	0.29148176	0.83519435	0.74609375	0.9413028	1	1171	"tags=17%,"	"list=11%,"	signal=19%	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	92	0.27801454	0.83632636	0.6969112	0.9413492	1	770	"tags=9%,"	"list=7%,"	signal=9%	
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	29	0.27506253	0.8365206	0.66344297	0.9415465	1	3042	"tags=34%,"	"list=29%,"	signal=48%	
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	170	0.23382327	0.83667135	0.77754235	0.94185346	1	1687	"tags=14%,"	"list=16%,"	signal=17%	
GOBP_MESENCHYME_DEVELOPMENT	197	0.25675532	0.82967436	0.790927	0.94210756	1	2091	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	32	0.3092983	0.82972383	0.74404764	0.9426227	1	1040	"tags=13%,"	"list=10%,"	signal=14%	
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	30	0.48128048	1.639248	0.049713194	0.94266325	0.946	942	"tags=13%,"	"list=9%,"	signal=15%	
GOBP_MUSCLE_CELL_DIFFERENTIATION	231	0.23898114	0.8302212	0.84136546	0.94279283	1	1690	"tags=15%,"	"list=16%,"	signal=18%	
GOBP_REGULATED_EXOCYTOSIS	167	0.23248932	0.8299103	0.8206628	0.9428247	1	1339	"tags=11%,"	"list=13%,"	signal=12%	
GOBP_SKIN_DEVELOPMENT	147	0.25360182	0.8269147	0.8639053	0.9454955	1	1646	"tags=18%,"	"list=16%,"	signal=21%	
GOBP_REGULATION_OF_AXONOGENESIS	107	0.19481537	0.825398	0.7754717	0.945572	1	770	"tags=7%,"	"list=7%,"	signal=7%	
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	22	0.30458453	0.82569337	0.68410856	0.9455829	1	2059	"tags=23%,"	"list=19%,"	signal=28%	
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	54	0.27634105	0.8274124	0.77620965	0.9456655	1	1976	"tags=28%,"	"list=19%,"	signal=34%	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	46	0.26967335	0.82709384	0.8214286	0.94573593	1	1926	"tags=22%,"	"list=18%,"	signal=26%	
GOBP_NEUTROPHIL_MIGRATION	70	0.29996142	0.82581466	0.8630137	0.94596463	1	1562	"tags=24%,"	"list=15%,"	signal=28%	
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	20	0.35331	0.82635665	0.7761807	0.9460773	1	905	"tags=25%,"	"list=9%,"	signal=27%	
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	26	0.27460256	0.82456255	0.6960784	0.9460843	1	1911	"tags=15%,"	"list=18%,"	signal=19%	
GOBP_STRESS_GRANULE_ASSEMBLY	20	0.26824996	0.82746446	0.7151515	0.946207	1	329	"tags=5%,"	"list=3%,"	signal=5%	
GOBP_COCHLEA_MORPHOGENESIS	15	0.3631169	0.82356817	0.73939395	0.94622856	1	1152	"tags=20%,"	"list=11%,"	signal=22%	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	46	0.2816868	0.82591075	0.72147	0.94637656	1	2290	"tags=22%,"	"list=22%,"	signal=28%	
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	83	0.22591883	0.82317424	0.83657587	0.94644105	1	1874	"tags=17%,"	"list=18%,"	signal=20%	
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	47	0.2439228	0.8245759	0.81458336	0.94668216	1	2662	"tags=21%,"	"list=25%,"	signal=28%	
GOBP_VACUOLAR_TRANSPORT	95	0.20061621	0.8236456	0.65909094	0.9466961	1	1629	"tags=8%,"	"list=15%,"	signal=10%	
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	50	0.307965	0.82389617	0.7154471	0.94682956	1	1693	"tags=28%,"	"list=16%,"	signal=33%	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	17	0.33330342	0.822506	0.75308645	0.94718635	1	2943	"tags=41%,"	"list=28%,"	signal=57%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	61	0.2686822	0.82005024	0.87572813	0.9485205	1	852	"tags=15%,"	"list=8%,"	signal=16%	
GOBP_FATTY_ACID_CATABOLIC_PROCESS	51	0.24469681	0.8202726	0.72912425	0.94869846	1	2942	"tags=33%,"	"list=28%,"	signal=46%	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	26	0.34323135	0.82096666	0.71929824	0.94915855	1	1575	"tags=19%,"	"list=15%,"	signal=23%	
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	28	0.33253276	0.82032794	0.71638656	0.9492034	1	1272	"tags=18%,"	"list=12%,"	signal=20%	
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	34	0.2700954	0.8205732	0.7808765	0.9493372	1	1447	"tags=12%,"	"list=14%,"	signal=14%	
GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	25	0.30787036	0.82105947	0.82530123	0.9496101	1	1097	"tags=20%,"	"list=10%,"	signal=22%	
GOBP_REGULATION_OF_DNA_BINDING	66	0.2632674	0.8003181	0.790927	0.9499255	1	888	"tags=11%,"	"list=8%,"	signal=12%	
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	87	0.20424601	0.81798565	0.7718254	0.95013535	1	1716	"tags=10%,"	"list=16%,"	signal=12%	
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	19	0.37285048	0.80051696	0.7613169	0.95018154	1	1524	"tags=37%,"	"list=14%,"	signal=43%	
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	71	0.22087482	0.8008188	0.7475915	0.95027435	1	2514	"tags=20%,"	"list=24%,"	signal=26%	
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	26	0.32298997	0.79836446	0.75944334	0.95048624	1	1373	"tags=23%,"	"list=13%,"	signal=26%	
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	28	0.29566866	0.8010028	0.78937006	0.9505335	1	2386	"tags=39%,"	"list=23%,"	signal=51%	
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	47	0.27627784	0.8165025	0.778	0.9506567	1	2613	"tags=36%,"	"list=25%,"	signal=48%	
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	24	0.32051325	0.8180305	0.74949086	0.95066935	1	1911	"tags=25%,"	"list=18%,"	signal=30%	
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	65	0.2572237	0.8161256	0.7692308	0.95076185	1	1533	"tags=17%,"	"list=14%,"	signal=20%	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	27	0.2991766	0.79851663	0.78063244	0.950801	1	730	"tags=11%,"	"list=7%,"	signal=12%	
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	28	0.23604187	0.76686656	0.7869482	0.95080227	1	1414	"tags=11%,"	"list=13%,"	signal=12%	
GOBP_MITOTIC_SPINDLE_ORGANIZATION	78	0.24026355	0.7676329	0.88955826	0.9508265	1	719	"tags=8%,"	"list=7%,"	signal=8%	
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	18	0.30158222	0.8085579	0.7908903	0.95086014	1	2270	"tags=33%,"	"list=21%,"	signal=42%	
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	55	0.26439306	0.8011422	0.81092435	0.9508863	1	2917	"tags=35%,"	"list=28%,"	signal=47%	
GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY	39	0.25810674	0.81576174	0.72834647	0.95091337	1	1734	"tags=15%,"	"list=16%,"	signal=18%	
GOBP_NUCLEOSOME_ASSEMBLY	40	0.25687343	0.7631621	0.8159393	0.9510979	1	2444	"tags=25%,"	"list=23%,"	signal=32%	
GOBP_XENOBIOTIC_TRANSPORT	23	0.26520956	0.7619211	0.8790787	0.9512041	1	1773	"tags=22%,"	"list=17%,"	signal=26%	
GOBP_POST_EMBRYONIC_DEVELOPMENT	53	0.281318	0.8165341	0.7217742	0.9512225	1	1731	"tags=21%,"	"list=16%,"	signal=25%	
GOBP_PROTEIN_FOLDING	126	0.21152471	0.81806564	0.898	0.95123225	1	2118	"tags=23%,"	"list=20%,"	signal=28%	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	31	0.29181248	0.80127174	0.73	0.95124924	1	2741	"tags=32%,"	"list=26%,"	signal=43%	
GOBP_RESPONSE_TO_PROTOZOAN	16	0.34068602	0.8086571	0.81453156	0.9512788	1	1432	"tags=25%,"	"list=14%,"	signal=29%	
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	21	0.28909618	0.7669378	0.8771593	0.95127887	1	1621	"tags=19%,"	"list=15%,"	signal=22%	
GOBP_MOTOR_NEURON_AXON_GUIDANCE	20	0.30297694	0.7597919	0.80082136	0.9513302	1	2777	"tags=30%,"	"list=26%,"	signal=41%	
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC	24	0.359609	0.81710386	0.69123507	0.95134646	1	863	"tags=17%,"	"list=8%,"	signal=18%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	38	0.29565442	0.76766145	0.9069264	0.95134705	1	1597	"tags=24%,"	"list=15%,"	signal=28%	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	31	0.2926391	0.79852694	0.7745098	0.95138836	1	1433	"tags=16%,"	"list=14%,"	signal=19%	
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH	31	0.28908002	0.76218057	0.7979798	0.9514065	1	1262	"tags=16%,"	"list=12%,"	signal=18%	
GOBP_NEUTROPHIL_CHEMOTAXIS	52	0.29416785	0.7632426	0.9210019	0.9515469	1	1723	"tags=27%,"	"list=16%,"	signal=32%	
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	41	0.27945682	0.81820536	0.68871593	0.95160365	1	406	"tags=7%,"	"list=4%,"	signal=8%	
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	17	0.33571622	0.76241255	0.8240918	0.9516521	1	2295	"tags=35%,"	"list=22%,"	signal=45%	
GOBP_NUCLEOSOME_ORGANIZATION	62	0.22362557	0.75993	0.8414873	0.95170057	1	2444	"tags=24%,"	"list=23%,"	signal=31%	
GOBP_EPITHELIAL_CELL_MORPHOGENESIS	18	0.3091378	0.80296504	0.7363281	0.95170325	1	1864	"tags=28%,"	"list=18%,"	signal=34%	
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	22	0.32663172	0.8166064	0.70801526	0.95170337	1	1317	"tags=18%,"	"list=12%,"	signal=21%	
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	53	0.25766748	0.7677987	0.9555985	0.9517198	1	2145	"tags=30%,"	"list=20%,"	signal=38%	
GOBP_ENDODERMAL_CELL_DIFFERENTIATION	22	0.29467767	0.8042242	0.74556214	0.95172846	1	1566	"tags=23%,"	"list=15%,"	signal=27%	
GOBP_METANEPHROS_MORPHOGENESIS	21	0.329153	0.79899544	0.73333335	0.95173806	1	1044	"tags=14%,"	"list=10%,"	signal=16%	
GOBP_DENDRITIC_CELL_MIGRATION	24	0.33354947	0.8074689	0.8033126	0.9517812	1	1524	"tags=29%,"	"list=14%,"	signal=34%	
GOBP_NECROTIC_CELL_DEATH	46	0.2972156	0.80128723	0.75102884	0.95181537	1	1262	"tags=15%,"	"list=12%,"	signal=17%	
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	237	0.2281797	0.7680985	0.89939636	0.9518684	1	1485	"tags=14%,"	"list=14%,"	signal=16%	
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	31	0.27217558	0.8086667	0.7418738	0.9518737	1	2059	"tags=23%,"	"list=19%,"	signal=28%	
GOBP_RENAL_TUBULAR_SECRETION	21	0.37649423	0.80320007	0.7121212	0.9518845	1	979	"tags=19%,"	"list=9%,"	signal=21%	
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	57	0.2572588	0.8047637	0.8310413	0.9518902	1	868	"tags=11%,"	"list=8%,"	signal=11%	
GOBP_REGULATION_OF_DENDRITE_EXTENSION	16	0.35227078	0.798566	0.6919831	0.9519218	1	1050	"tags=13%,"	"list=10%,"	signal=14%	
GOBP_KIDNEY_MORPHOGENESIS	63	0.3071472	0.8063704	0.758	0.9519715	1	1191	"tags=17%,"	"list=11%,"	signal=20%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	54	0.2400195	0.8095868	0.78350514	0.95197564	1	2397	"tags=19%,"	"list=23%,"	signal=24%	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	22	0.31026345	0.76333684	0.7832311	0.951976	1	2683	"tags=36%,"	"list=25%,"	signal=49%	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	64	0.23972788	0.8067064	0.77823406	0.9519835	1	3086	"tags=34%,"	"list=29%,"	signal=48%	
GOBP_DENDRITIC_CELL_CHEMOTAXIS	19	0.33713028	0.7641252	0.85983264	0.9519899	1	1524	"tags=32%,"	"list=14%,"	signal=37%	
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	15	0.32570863	0.8089169	0.7061144	0.95200515	1	2518	"tags=27%,"	"list=24%,"	signal=35%	
GOBP_GLYCOSYLATION	154	0.19685692	0.75808907	0.94779116	0.952017	1	2340	"tags=20%,"	"list=22%,"	signal=25%	
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	127	0.20620719	0.7637091	0.93737376	0.9520252	1	1639	"tags=12%,"	"list=15%,"	signal=14%	
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	15	0.32468155	0.80433375	0.70408165	0.95210946	1	2453	"tags=33%,"	"list=23%,"	signal=43%	
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	28	0.31573755	0.8091749	0.77932405	0.95212793	1	628	"tags=14%,"	"list=6%,"	signal=15%	
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	20	0.34122008	0.760016	0.8003992	0.95214695	1	1723	"tags=30%,"	"list=16%,"	signal=36%	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	75	0.26184314	0.80528355	0.854	0.9521538	1	1621	"tags=20%,"	"list=15%,"	signal=23%	
GOBP_HEAD_DEVELOPMENT	497	0.18928231	0.76826376	0.8992095	0.9521926	1	2439	"tags=18%,"	"list=23%,"	signal=22%	
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	28	0.27065384	0.7583604	0.8674464	0.9522043	1	1054	"tags=14%,"	"list=10%,"	signal=16%	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	87	0.23622112	0.8049049	0.89555126	0.9522432	1	2111	"tags=22%,"	"list=20%,"	signal=27%	
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	15	0.32637516	0.8075258	0.81431335	0.9522674	1	690	"tags=13%,"	"list=7%,"	signal=14%	
GOBP_AUTOPHAGOSOME_ORGANIZATION	73	0.18142328	0.8147113	0.7617108	0.9522926	1	2192	"tags=15%,"	"list=21%,"	signal=19%	
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC	59	0.2561506	0.8103591	0.8951613	0.9523486	1	1714	"tags=20%,"	"list=16%,"	signal=24%	
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	24	0.28089836	0.7606743	0.87058824	0.9523664	1	67	"tags=4%,"	"list=1%,"	signal=4%	
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	183	0.25425282	0.8013196	0.87109375	0.9523734	1	1485	"tags=15%,"	"list=14%,"	signal=17%	
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	21	0.33543733	0.7642369	0.790927	0.952393	1	1152	"tags=19%,"	"list=11%,"	signal=21%	
GOBP_SUPEROXIDE_METABOLIC_PROCESS	41	0.28640077	0.8054929	0.91518736	0.9523952	1	2316	"tags=34%,"	"list=22%,"	signal=44%	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	22	0.30070296	0.8140483	0.746124	0.95242226	1	510	"tags=9%,"	"list=5%,"	signal=10%	
GOBP_COLLAGEN_METABOLIC_PROCESS	59	0.31131676	0.7653678	0.814741	0.9524373	1	1731	"tags=20%,"	"list=16%,"	signal=24%	
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS	129	0.280403	0.8022733	0.78846157	0.9524439	1	1909	"tags=21%,"	"list=18%,"	signal=25%	
GOBP_WOUND_HEALING	268	0.231455	0.80965775	0.9785575	0.95246273	1	1553	"tags=16%,"	"list=15%,"	signal=18%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	43	0.29252988	0.80320936	0.8413002	0.95247775	1	831	"tags=16%,"	"list=8%,"	signal=18%	
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	37	0.27015978	0.7649523	0.93957114	0.9524821	1	1581	"tags=22%,"	"list=15%,"	signal=25%	
GOBP_RESPONSE_TO_AUDITORY_STIMULUS	16	0.35836482	0.8143107	0.74	0.9524988	1	1128	"tags=19%,"	"list=11%,"	signal=21%	
GOBP_CELL_FATE_COMMITMENT	167	0.2766252	0.8035145	0.84765625	0.95249987	1	1667	"tags=20%,"	"list=16%,"	signal=23%	
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	36	0.25743696	0.8133598	0.6750973	0.95250535	1	1871	"tags=17%,"	"list=18%,"	signal=20%	
GOBP_HEMOSTASIS	144	0.24173437	0.80673856	0.92084944	0.9525453	1	2974	"tags=38%,"	"list=28%,"	signal=52%	
GOBP_SPINDLE_ASSEMBLY	76	0.2573509	0.8018877	0.8093385	0.9525711	1	719	"tags=7%,"	"list=7%,"	signal=7%	
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING	27	0.31576955	0.81145406	0.71833646	0.9525952	1	1693	"tags=22%,"	"list=16%,"	signal=26%	
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	114	0.2668095	0.76833844	0.8773946	0.952659	1	1685	"tags=19%,"	"list=16%,"	signal=23%	
GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS	87	0.23848815	0.7644503	0.8692153	0.95266217	1	2154	"tags=18%,"	"list=20%,"	signal=23%	
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	163	0.24928375	0.8111042	0.7786561	0.9526855	1	1909	"tags=19%,"	"list=18%,"	signal=23%	
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	89	0.24222855	0.76003295	0.96161616	0.95269185	1	1911	"tags=21%,"	"list=18%,"	signal=26%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	45	0.2805412	0.7945102	0.7757937	0.9526942	1	3048	"tags=47%,"	"list=29%,"	signal=65%	
GOBP_STEM_CELL_DIFFERENTIATION	155	0.23660797	0.79681754	0.8689138	0.9527323	1	1915	"tags=19%,"	"list=18%,"	signal=23%	
GOBP_GLIAL_CELL_DIFFERENTIATION	146	0.22813843	0.7583783	0.8742393	0.9527396	1	2880	"tags=30%,"	"list=27%,"	signal=41%	
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	31	0.24397732	0.8056356	0.73031497	0.9527443	1	3108	"tags=23%,"	"list=29%,"	signal=32%	
GOBP_TISSUE_MORPHOGENESIS	382	0.2363869	0.8013829	0.91634244	0.9528559	1	1614	"tags=14%,"	"list=15%,"	signal=16%	
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	20	0.32852328	0.8103986	0.7205882	0.9528881	1	390	"tags=10%,"	"list=4%,"	signal=10%	
GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	42	0.30990547	0.8097378	0.79696393	0.95293194	1	2077	"tags=24%,"	"list=20%,"	signal=29%	
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	76	0.21417879	0.79562855	0.8498024	0.95307714	1	2613	"tags=25%,"	"list=25%,"	signal=33%	
GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	59	0.24388984	0.8133797	0.89353615	0.95308465	1	1298	"tags=12%,"	"list=12%,"	signal=13%	
